siteId,Lon,Lat,Height
1330000_4868000,1330000.0,4868000.0,0
1335000_4868000,1335000.0,4868000.0,0
1340000_4868000,1340000.0,4868000.0,0
1345000_4868000,1345000.0,4868000.0,0
1350000_4868000,1350000.0,4868000.0,0
1355000_4868000,1355000.0,4868000.0,0
1360000_4868000,1360000.0,4868000.0,0
1115000_4873000,1115000.0,4873000.0,0
1120000_4873000,1120000.0,4873000.0,0
1125000_4873000,1125000.0,4873000.0,0
1130000_4873000,1130000.0,4873000.0,0
1135000_4873000,1135000.0,4873000.0,0
1140000_4873000,1140000.0,4873000.0,0
1145000_4873000,1145000.0,4873000.0,0
1150000_4873000,1150000.0,4873000.0,0
1155000_4873000,1155000.0,4873000.0,0
1160000_4873000,1160000.0,4873000.0,0
1165000_4873000,1165000.0,4873000.0,0
1180000_4873000,1180000.0,4873000.0,0
1185000_4873000,1185000.0,4873000.0,0
1190000_4873000,1190000.0,4873000.0,0
1195000_4873000,1195000.0,4873000.0,0
1200000_4873000,1200000.0,4873000.0,0
1205000_4873000,1205000.0,4873000.0,0
1210000_4873000,1210000.0,4873000.0,0
1215000_4873000,1215000.0,4873000.0,0
1220000_4873000,1220000.0,4873000.0,0
1225000_4873000,1225000.0,4873000.0,0
1230000_4873000,1230000.0,4873000.0,0
1235000_4873000,1235000.0,4873000.0,0
1240000_4873000,1240000.0,4873000.0,0
1245000_4873000,1245000.0,4873000.0,0
1250000_4873000,1250000.0,4873000.0,0
1255000_4873000,1255000.0,4873000.0,0
1260000_4873000,1260000.0,4873000.0,0
1265000_4873000,1265000.0,4873000.0,0
1270000_4873000,1270000.0,4873000.0,0
1275000_4873000,1275000.0,4873000.0,0
1280000_4873000,1280000.0,4873000.0,0
1285000_4873000,1285000.0,4873000.0,0
1290000_4873000,1290000.0,4873000.0,0
1295000_4873000,1295000.0,4873000.0,0
1300000_4873000,1300000.0,4873000.0,0
1305000_4873000,1305000.0,4873000.0,0
1310000_4873000,1310000.0,4873000.0,0
1315000_4873000,1315000.0,4873000.0,0
1320000_4873000,1320000.0,4873000.0,0
1325000_4873000,1325000.0,4873000.0,0
1330000_4873000,1330000.0,4873000.0,0
1335000_4873000,1335000.0,4873000.0,0
1340000_4873000,1340000.0,4873000.0,0
1345000_4873000,1345000.0,4873000.0,0
1350000_4873000,1350000.0,4873000.0,0
1355000_4873000,1355000.0,4873000.0,0
1360000_4873000,1360000.0,4873000.0,0
1365000_4873000,1365000.0,4873000.0,0
1105000_4878000,1105000.0,4878000.0,0
1115000_4878000,1115000.0,4878000.0,0
1120000_4878000,1120000.0,4878000.0,0
1125000_4878000,1125000.0,4878000.0,0
1130000_4878000,1130000.0,4878000.0,0
1135000_4878000,1135000.0,4878000.0,0
1140000_4878000,1140000.0,4878000.0,0
1145000_4878000,1145000.0,4878000.0,0
1150000_4878000,1150000.0,4878000.0,0
1155000_4878000,1155000.0,4878000.0,0
1160000_4878000,1160000.0,4878000.0,0
1165000_4878000,1165000.0,4878000.0,0
1170000_4878000,1170000.0,4878000.0,0
1175000_4878000,1175000.0,4878000.0,0
1180000_4878000,1180000.0,4878000.0,0
1185000_4878000,1185000.0,4878000.0,0
1190000_4878000,1190000.0,4878000.0,0
1195000_4878000,1195000.0,4878000.0,0
1200000_4878000,1200000.0,4878000.0,0
1205000_4878000,1205000.0,4878000.0,0
1210000_4878000,1210000.0,4878000.0,0
1215000_4878000,1215000.0,4878000.0,0
1220000_4878000,1220000.0,4878000.0,0
1225000_4878000,1225000.0,4878000.0,0
1230000_4878000,1230000.0,4878000.0,0
1235000_4878000,1235000.0,4878000.0,0
1240000_4878000,1240000.0,4878000.0,0
1245000_4878000,1245000.0,4878000.0,0
1250000_4878000,1250000.0,4878000.0,0
1255000_4878000,1255000.0,4878000.0,0
1260000_4878000,1260000.0,4878000.0,0
1265000_4878000,1265000.0,4878000.0,0
1270000_4878000,1270000.0,4878000.0,0
1275000_4878000,1275000.0,4878000.0,0
1280000_4878000,1280000.0,4878000.0,0
1285000_4878000,1285000.0,4878000.0,0
1290000_4878000,1290000.0,4878000.0,0
1295000_4878000,1295000.0,4878000.0,0
1300000_4878000,1300000.0,4878000.0,0
1305000_4878000,1305000.0,4878000.0,0
1310000_4878000,1310000.0,4878000.0,0
1315000_4878000,1315000.0,4878000.0,0
1320000_4878000,1320000.0,4878000.0,0
1325000_4878000,1325000.0,4878000.0,0
1330000_4878000,1330000.0,4878000.0,0
1335000_4878000,1335000.0,4878000.0,0
1340000_4878000,1340000.0,4878000.0,0
1345000_4878000,1345000.0,4878000.0,0
1350000_4878000,1350000.0,4878000.0,0
1355000_4878000,1355000.0,4878000.0,0
1360000_4878000,1360000.0,4878000.0,0
1365000_4878000,1365000.0,4878000.0,0
1370000_4878000,1370000.0,4878000.0,0
1100000_4883000,1100000.0,4883000.0,0
1105000_4883000,1105000.0,4883000.0,0
1110000_4883000,1110000.0,4883000.0,0
1115000_4883000,1115000.0,4883000.0,0
1120000_4883000,1120000.0,4883000.0,0
1125000_4883000,1125000.0,4883000.0,0
1130000_4883000,1130000.0,4883000.0,0
1135000_4883000,1135000.0,4883000.0,0
1140000_4883000,1140000.0,4883000.0,0
1145000_4883000,1145000.0,4883000.0,0
1150000_4883000,1150000.0,4883000.0,0
1155000_4883000,1155000.0,4883000.0,0
1160000_4883000,1160000.0,4883000.0,0
1165000_4883000,1165000.0,4883000.0,0
1170000_4883000,1170000.0,4883000.0,0
1175000_4883000,1175000.0,4883000.0,0
1180000_4883000,1180000.0,4883000.0,0
1185000_4883000,1185000.0,4883000.0,0
1190000_4883000,1190000.0,4883000.0,0
1195000_4883000,1195000.0,4883000.0,0
1200000_4883000,1200000.0,4883000.0,0
1205000_4883000,1205000.0,4883000.0,0
1210000_4883000,1210000.0,4883000.0,0
1215000_4883000,1215000.0,4883000.0,0
1220000_4883000,1220000.0,4883000.0,0
1225000_4883000,1225000.0,4883000.0,0
1230000_4883000,1230000.0,4883000.0,0
1235000_4883000,1235000.0,4883000.0,0
1240000_4883000,1240000.0,4883000.0,0
1245000_4883000,1245000.0,4883000.0,0
1250000_4883000,1250000.0,4883000.0,0
1255000_4883000,1255000.0,4883000.0,0
1260000_4883000,1260000.0,4883000.0,0
1265000_4883000,1265000.0,4883000.0,0
1270000_4883000,1270000.0,4883000.0,0
1275000_4883000,1275000.0,4883000.0,0
1280000_4883000,1280000.0,4883000.0,0
1285000_4883000,1285000.0,4883000.0,0
1290000_4883000,1290000.0,4883000.0,0
1295000_4883000,1295000.0,4883000.0,0
1300000_4883000,1300000.0,4883000.0,0
1305000_4883000,1305000.0,4883000.0,0
1310000_4883000,1310000.0,4883000.0,0
1315000_4883000,1315000.0,4883000.0,0
1320000_4883000,1320000.0,4883000.0,0
1325000_4883000,1325000.0,4883000.0,0
1330000_4883000,1330000.0,4883000.0,0
1335000_4883000,1335000.0,4883000.0,0
1340000_4883000,1340000.0,4883000.0,0
1345000_4883000,1345000.0,4883000.0,0
1350000_4883000,1350000.0,4883000.0,0
1355000_4883000,1355000.0,4883000.0,0
1360000_4883000,1360000.0,4883000.0,0
1365000_4883000,1365000.0,4883000.0,0
1370000_4883000,1370000.0,4883000.0,0
1375000_4883000,1375000.0,4883000.0,0
1095000_4888000,1095000.0,4888000.0,0
1100000_4888000,1100000.0,4888000.0,0
1110000_4888000,1110000.0,4888000.0,0
1115000_4888000,1115000.0,4888000.0,0
1125000_4888000,1125000.0,4888000.0,0
1130000_4888000,1130000.0,4888000.0,0
1135000_4888000,1135000.0,4888000.0,0
1140000_4888000,1140000.0,4888000.0,0
1145000_4888000,1145000.0,4888000.0,0
1150000_4888000,1150000.0,4888000.0,0
1155000_4888000,1155000.0,4888000.0,0
1160000_4888000,1160000.0,4888000.0,0
1165000_4888000,1165000.0,4888000.0,0
1170000_4888000,1170000.0,4888000.0,0
1175000_4888000,1175000.0,4888000.0,0
1180000_4888000,1180000.0,4888000.0,0
1185000_4888000,1185000.0,4888000.0,0
1190000_4888000,1190000.0,4888000.0,0
1195000_4888000,1195000.0,4888000.0,0
1200000_4888000,1200000.0,4888000.0,0
1205000_4888000,1205000.0,4888000.0,0
1210000_4888000,1210000.0,4888000.0,0
1215000_4888000,1215000.0,4888000.0,0
1220000_4888000,1220000.0,4888000.0,0
1225000_4888000,1225000.0,4888000.0,0
1230000_4888000,1230000.0,4888000.0,0
1235000_4888000,1235000.0,4888000.0,0
1240000_4888000,1240000.0,4888000.0,0
1245000_4888000,1245000.0,4888000.0,0
1250000_4888000,1250000.0,4888000.0,0
1255000_4888000,1255000.0,4888000.0,0
1260000_4888000,1260000.0,4888000.0,0
1265000_4888000,1265000.0,4888000.0,0
1270000_4888000,1270000.0,4888000.0,0
1275000_4888000,1275000.0,4888000.0,0
1280000_4888000,1280000.0,4888000.0,0
1285000_4888000,1285000.0,4888000.0,0
1290000_4888000,1290000.0,4888000.0,0
1295000_4888000,1295000.0,4888000.0,0
1300000_4888000,1300000.0,4888000.0,0
1305000_4888000,1305000.0,4888000.0,0
1310000_4888000,1310000.0,4888000.0,0
1315000_4888000,1315000.0,4888000.0,0
1320000_4888000,1320000.0,4888000.0,0
1325000_4888000,1325000.0,4888000.0,0
1330000_4888000,1330000.0,4888000.0,0
1335000_4888000,1335000.0,4888000.0,0
1340000_4888000,1340000.0,4888000.0,0
1345000_4888000,1345000.0,4888000.0,0
1350000_4888000,1350000.0,4888000.0,0
1355000_4888000,1355000.0,4888000.0,0
1360000_4888000,1360000.0,4888000.0,0
1365000_4888000,1365000.0,4888000.0,0
1370000_4888000,1370000.0,4888000.0,0
1375000_4888000,1375000.0,4888000.0,0
1380000_4888000,1380000.0,4888000.0,0
1095000_4893000,1095000.0,4893000.0,0
1100000_4893000,1100000.0,4893000.0,0
1105000_4893000,1105000.0,4893000.0,0
1110000_4893000,1110000.0,4893000.0,0
1120000_4893000,1120000.0,4893000.0,0
1130000_4893000,1130000.0,4893000.0,0
1135000_4893000,1135000.0,4893000.0,0
1140000_4893000,1140000.0,4893000.0,0
1145000_4893000,1145000.0,4893000.0,0
1150000_4893000,1150000.0,4893000.0,0
1155000_4893000,1155000.0,4893000.0,0
1160000_4893000,1160000.0,4893000.0,0
1165000_4893000,1165000.0,4893000.0,0
1170000_4893000,1170000.0,4893000.0,0
1175000_4893000,1175000.0,4893000.0,0
1180000_4893000,1180000.0,4893000.0,0
1185000_4893000,1185000.0,4893000.0,0
1190000_4893000,1190000.0,4893000.0,0
1195000_4893000,1195000.0,4893000.0,0
1200000_4893000,1200000.0,4893000.0,0
1205000_4893000,1205000.0,4893000.0,0
1210000_4893000,1210000.0,4893000.0,0
1215000_4893000,1215000.0,4893000.0,0
1220000_4893000,1220000.0,4893000.0,0
1225000_4893000,1225000.0,4893000.0,0
1230000_4893000,1230000.0,4893000.0,0
1235000_4893000,1235000.0,4893000.0,0
1240000_4893000,1240000.0,4893000.0,0
1245000_4893000,1245000.0,4893000.0,0
1250000_4893000,1250000.0,4893000.0,0
1255000_4893000,1255000.0,4893000.0,0
1260000_4893000,1260000.0,4893000.0,0
1265000_4893000,1265000.0,4893000.0,0
1270000_4893000,1270000.0,4893000.0,0
1275000_4893000,1275000.0,4893000.0,0
1280000_4893000,1280000.0,4893000.0,0
1285000_4893000,1285000.0,4893000.0,0
1290000_4893000,1290000.0,4893000.0,0
1295000_4893000,1295000.0,4893000.0,0
1300000_4893000,1300000.0,4893000.0,0
1305000_4893000,1305000.0,4893000.0,0
1310000_4893000,1310000.0,4893000.0,0
1315000_4893000,1315000.0,4893000.0,0
1320000_4893000,1320000.0,4893000.0,0
1325000_4893000,1325000.0,4893000.0,0
1330000_4893000,1330000.0,4893000.0,0
1335000_4893000,1335000.0,4893000.0,0
1340000_4893000,1340000.0,4893000.0,0
1345000_4893000,1345000.0,4893000.0,0
1350000_4893000,1350000.0,4893000.0,0
1355000_4893000,1355000.0,4893000.0,0
1360000_4893000,1360000.0,4893000.0,0
1365000_4893000,1365000.0,4893000.0,0
1370000_4893000,1370000.0,4893000.0,0
1375000_4893000,1375000.0,4893000.0,0
1380000_4893000,1380000.0,4893000.0,0
1095000_4898000,1095000.0,4898000.0,0
1100000_4898000,1100000.0,4898000.0,0
1105000_4898000,1105000.0,4898000.0,0
1115000_4898000,1115000.0,4898000.0,0
1120000_4898000,1120000.0,4898000.0,0
1125000_4898000,1125000.0,4898000.0,0
1130000_4898000,1130000.0,4898000.0,0
1135000_4898000,1135000.0,4898000.0,0
1140000_4898000,1140000.0,4898000.0,0
1145000_4898000,1145000.0,4898000.0,0
1150000_4898000,1150000.0,4898000.0,0
1155000_4898000,1155000.0,4898000.0,0
1160000_4898000,1160000.0,4898000.0,0
1165000_4898000,1165000.0,4898000.0,0
1170000_4898000,1170000.0,4898000.0,0
1175000_4898000,1175000.0,4898000.0,0
1180000_4898000,1180000.0,4898000.0,0
1185000_4898000,1185000.0,4898000.0,0
1190000_4898000,1190000.0,4898000.0,0
1195000_4898000,1195000.0,4898000.0,0
1200000_4898000,1200000.0,4898000.0,0
1205000_4898000,1205000.0,4898000.0,0
1210000_4898000,1210000.0,4898000.0,0
1215000_4898000,1215000.0,4898000.0,0
1220000_4898000,1220000.0,4898000.0,0
1225000_4898000,1225000.0,4898000.0,0
1230000_4898000,1230000.0,4898000.0,0
1235000_4898000,1235000.0,4898000.0,0
1240000_4898000,1240000.0,4898000.0,0
1245000_4898000,1245000.0,4898000.0,0
1250000_4898000,1250000.0,4898000.0,0
1255000_4898000,1255000.0,4898000.0,0
1260000_4898000,1260000.0,4898000.0,0
1265000_4898000,1265000.0,4898000.0,0
1270000_4898000,1270000.0,4898000.0,0
1275000_4898000,1275000.0,4898000.0,0
1280000_4898000,1280000.0,4898000.0,0
1285000_4898000,1285000.0,4898000.0,0
1290000_4898000,1290000.0,4898000.0,0
1295000_4898000,1295000.0,4898000.0,0
1300000_4898000,1300000.0,4898000.0,0
1305000_4898000,1305000.0,4898000.0,0
1310000_4898000,1310000.0,4898000.0,0
1315000_4898000,1315000.0,4898000.0,0
1320000_4898000,1320000.0,4898000.0,0
1325000_4898000,1325000.0,4898000.0,0
1330000_4898000,1330000.0,4898000.0,0
1335000_4898000,1335000.0,4898000.0,0
1340000_4898000,1340000.0,4898000.0,0
1345000_4898000,1345000.0,4898000.0,0
1350000_4898000,1350000.0,4898000.0,0
1355000_4898000,1355000.0,4898000.0,0
1360000_4898000,1360000.0,4898000.0,0
1365000_4898000,1365000.0,4898000.0,0
1370000_4898000,1370000.0,4898000.0,0
1375000_4898000,1375000.0,4898000.0,0
1380000_4898000,1380000.0,4898000.0,0
1095000_4903000,1095000.0,4903000.0,0
1100000_4903000,1100000.0,4903000.0,0
1105000_4903000,1105000.0,4903000.0,0
1110000_4903000,1110000.0,4903000.0,0
1115000_4903000,1115000.0,4903000.0,0
1120000_4903000,1120000.0,4903000.0,0
1125000_4903000,1125000.0,4903000.0,0
1130000_4903000,1130000.0,4903000.0,0
1135000_4903000,1135000.0,4903000.0,0
1140000_4903000,1140000.0,4903000.0,0
1145000_4903000,1145000.0,4903000.0,0
1150000_4903000,1150000.0,4903000.0,0
1155000_4903000,1155000.0,4903000.0,0
